nome_arquivo,extensao,tamanho_kb,entropia,tem_macros,categoria,nivel_risco,classe
shipping.txt,txt,4633,6.062160945024589,True,documentos,alto,malicioso
receipt.gif,gif,823,6.442783154972201,False,imagens,baixo,seguro
receipt.odp,odp,506,4.6944189282331195,False,apresentacoes,baixo,seguro
table.js,js,1551,7.259260602317759,False,executaveis,alto,malicioso
update.pdf,pdf,1041,5.860934299928948,False,documentos,baixo,seguro
delivery.xls,xls,1707,5.259149250744686,False,planilhas,baixo,seguro
invoice_bank.docx,docx,2179,7.026409368039988,False,documentos,medio,malicioso
bank.odt,odt,131,4.574726837649599,False,documentos,baixo,seguro
true_according.csv,csv,1048,5.7251541708624485,False,planilhas,baixo,seguro
song.odt,odt,2975,5.0397138728275745,False,documentos,baixo,seguro
sure.txt,txt,365,5.681728991491205,False,documentos,baixo,seguro
invoice_shipping.odp,odp,6630,6.809919876631985,True,apresentacoes,alto,malicioso
collection.xls,xls,5327,7.155765104903536,True,planilhas,alto,malicioso
save.odp,odp,2673,4.642713196455563,False,apresentacoes,baixo,seguro
knowledge.pptx,pptx,947,6.058378211886725,False,apresentacoes,baixo,seguro
grow_fall.ods,ods,2786,5.982257674340135,False,planilhas,baixo,seguro
statement.gif,gif,3506,4.437570713425603,False,imagens,baixo,seguro
clearly.vbs,vbs,1149,6.173327097895492,True,executaveis,alto,malicioso
receipt.jpg,jpg,1075,5.16911220684605,False,imagens,baixo,seguro
dinner.odp,odp,3474,6.104276446607194,False,apresentacoes,baixo,seguro
tracking_shipping.csv,csv,3724,7.60982221145641,True,planilhas,alto,malicioso
update.ppt,ppt,3525,6.0354654839850745,False,apresentacoes,baixo,seguro
verify.rtf,rtf,247,4.041248215882563,False,documentos,baixo,seguro
source_great.pptx,pptx,1183,5.198963284284129,False,apresentacoes,baixo,seguro
blue.jpg,jpg,261,3.775273049163336,False,imagens,baixo,seguro
best.ods,ods,3041,4.434912109112649,False,planilhas,baixo,seguro
husband.odp,odp,1284,3.972229691321459,False,apresentacoes,baixo,seguro
bill.odt,odt,3483,4.956985114672989,False,documentos,baixo,seguro
her.gif,gif,942,4.535518566442585,False,imagens,baixo,seguro
throw.docx,docx,4326,5.501397676209049,False,documentos,baixo,seguro
password_password.pptm,pptm,2298,7.451905701946371,True,macros,alto,malicioso
refund_tax.exe,exe,8775,7.336975400427061,False,executaveis,alto,malicioso
payment.xls,xls,7582,7.750208625554584,False,planilhas,medio,malicioso
guy.bmp,bmp,2381,3.845520117991395,False,imagens,baixo,seguro
PM.docm,docm,7588,7.5808492348362435,True,macros,alto,malicioso
everything.txt,txt,4036,6.827785401186761,False,documentos,medio,malicioso
statement.txt,txt,1825,4.499205867479396,False,documentos,baixo,seguro
surface_animal.xls,xls,4187,4.081711118800701,False,planilhas,baixo,seguro
bank_account.xlsx,xlsx,9919,6.2904525991112665,False,planilhas,medio,malicioso
shipping.doc,doc,3810,5.763337475740958,False,documentos,baixo,seguro
show.csv,csv,5229,6.286819062646846,True,planilhas,alto,malicioso
receipt.xlsm,xlsm,5135,6.877310724248263,True,macros,alto,malicioso
machine_not.pdf,pdf,749,5.345025165246721,False,documentos,baixo,seguro
capital.gif,gif,346,4.849201110952719,False,imagens,baixo,seguro
win.csv,csv,516,4.851569327045274,False,planilhas,baixo,seguro
account_order.xls,xls,7249,6.995730251023332,False,planilhas,medio,malicioso
tax.pptx,pptx,3358,5.823394365721207,False,apresentacoes,baixo,seguro
human_bar.odt,odt,784,5.173889637255207,False,documentos,baixo,seguro
old.png,png,4947,6.119838986181616,False,imagens,baixo,seguro
finally_themselves.ppt,ppt,2875,4.430695212655436,False,apresentacoes,baixo,seguro
urgent_tax.pptx,pptx,5431,7.545051089248123,False,apresentacoes,medio,malicioso
production.odt,odt,159,4.587793006946133,False,documentos,baixo,seguro
present.bat,bat,8017,6.364809943962334,False,executaveis,alto,malicioso
value.xls,xls,4168,5.812624161089303,False,planilhas,baixo,seguro
bank.ppt,ppt,2577,6.308269702968056,False,apresentacoes,medio,malicioso
refund_update.odt,odt,7327,7.1601313020390505,False,documentos,medio,malicioso
training.jpeg,jpeg,3852,6.211923014412374,False,imagens,baixo,seguro
high.gz,gz,7614,7.461933248753595,False,compactados,medio,malicioso
participant.docm,docm,9956,6.262957215746519,True,macros,alto,malicioso
dark.tar,tar,9135,7.77515775259525,False,compactados,medio,malicioso
account_tracking.bat,bat,2464,7.578988765412554,True,executaveis,alto,malicioso
sea.csv,csv,6847,6.101188085625042,False,planilhas,medio,malicioso
statement.bat,bat,5543,7.5036232112161345,True,executaveis,alto,malicioso
available_answer.pptx,pptx,3852,4.84580442194674,False,apresentacoes,baixo,seguro
recently_drive.pdf,pdf,1234,5.146412736331506,False,documentos,baixo,seguro
document_confidential.pptx,pptx,832,6.453035056573663,False,apresentacoes,medio,malicioso
spring.jpg,jpg,4898,5.108161352942184,False,imagens,baixo,seguro
figure_base.xlsx,xlsx,2900,4.22169271641963,False,planilhas,baixo,seguro
top_early.jpeg,jpeg,2964,3.7030379687265382,False,imagens,baixo,seguro
payment.txt,txt,3179,6.443118267654681,False,documentos,baixo,seguro
receipt_confidential.bat,bat,9583,7.396855271143392,True,executaveis,alto,malicioso
trial.docx,docx,1444,5.991150970290808,False,documentos,baixo,seguro
blood_husband.svg,svg,1114,3.689301611096674,False,imagens,baixo,seguro
fall_long.jpg,jpg,1644,6.157371156854316,False,imagens,baixo,seguro
prove.pptx,pptx,4458,4.920199303030531,False,apresentacoes,baixo,seguro
they.odt,odt,401,6.097394831234173,False,documentos,baixo,seguro
his.pptx,pptx,3286,5.729923116558863,False,apresentacoes,baixo,seguro
commercial.csv,csv,8179,7.314930133113969,True,planilhas,alto,malicioso
urgent.ppt,ppt,3537,5.307359896490682,False,apresentacoes,baixo,seguro
hospital_hear.csv,csv,2431,4.419487568272258,False,planilhas,baixo,seguro
determine.jpeg,jpeg,356,5.680443187133308,False,imagens,baixo,seguro
payment_tax.pptx,pptx,6002,6.974863436982649,False,apresentacoes,medio,malicioso
religious.msi,msi,7229,6.0661180350172295,True,executaveis,alto,malicioso
payment.csv,csv,7421,7.802764705604558,True,planilhas,alto,malicioso
example.rtf,rtf,2585,5.448682210118095,False,documentos,baixo,seguro
shipping.exe,exe,9252,6.223745891432283,False,executaveis,alto,malicioso
shipping_bank.rtf,rtf,1263,6.858881101966255,False,documentos,medio,malicioso
statement.js,js,1113,7.044994580225092,True,executaveis,alto,malicioso
account.ppt,ppt,2971,5.026267235522902,False,apresentacoes,baixo,seguro
update.doc,doc,4057,3.578852080424797,False,documentos,baixo,seguro
science.xlsm,xlsm,9088,6.246565336456164,True,macros,alto,malicioso
write.pdf,pdf,3931,5.077086964490901,False,documentos,baixo,seguro
result.bmp,bmp,617,4.849923486988988,False,imagens,baixo,seguro
delivery.ppt,ppt,4825,4.045889409656412,False,apresentacoes,baixo,seguro
raise.xls,xls,8538,6.290729386939381,True,planilhas,alto,malicioso
tracking.rar,rar,1342,6.476150087065799,False,compactados,alto,malicioso
tracking.pptm,pptm,9746,7.789053276950332,True,macros,alto,malicioso
statement.gz,gz,9284,6.07826917669139,False,compactados,medio,malicioso
verify.pdf,pdf,1736,5.800877002748933,False,documentos,baixo,seguro
delivery_document.zip,zip,7962,6.465268030232992,False,compactados,alto,malicioso
away_politics.jpg,jpg,3414,4.952753390322078,False,imagens,baixo,seguro
prove.csv,csv,2625,5.7025992644136405,False,planilhas,baixo,seguro
Congress.pptx,pptx,4611,3.818551800827292,False,apresentacoes,baixo,seguro
none.ods,ods,1164,3.7904349576817142,False,planilhas,baixo,seguro
account.pptm,pptm,9514,7.370144014762031,True,macros,alto,malicioso
shoulder.cmd,cmd,7698,6.947643445955543,True,executaveis,alto,malicioso
update_receipt.pptm,pptm,847,6.096026768792995,True,macros,alto,malicioso
shipping.bmp,bmp,2350,5.110072247866781,False,imagens,baixo,seguro
election_common.txt,txt,3006,5.791570292485969,False,documentos,baixo,seguro
password_document.docm,docm,1254,6.734062767461579,True,macros,alto,malicioso
maintain.bmp,bmp,983,3.8859901720676455,False,imagens,baixo,seguro
hundred.txt,txt,4579,6.316845700866127,False,documentos,baixo,seguro
expect.xlsx,xlsx,339,3.635910057401224,False,planilhas,baixo,seguro
bank.xlsm,xlsm,8496,6.265583872967475,True,macros,alto,malicioso
document.xlsx,xlsx,8361,7.573749833319015,False,planilhas,medio,malicioso
receipt.pptx,pptx,2723,5.52141917741905,False,apresentacoes,baixo,seguro
wish.bmp,bmp,228,5.290728847859581,False,imagens,baixo,seguro
payment.gz,gz,2843,6.996041431986898,False,compactados,medio,malicioso
update.jpeg,jpeg,268,5.217710814212378,False,imagens,baixo,seguro
refund_password.pdf,pdf,6773,6.953457058760876,False,documentos,medio,malicioso
tracking_statement.zip,zip,7887,6.998406587660067,True,compactados,alto,malicioso
statement.ods,ods,4485,4.562860965934439,False,planilhas,baixo,seguro
verify.odp,odp,3200,7.818941052767533,True,apresentacoes,alto,malicioso
document.ppt,ppt,2377,5.614702810509751,False,apresentacoes,baixo,seguro
push.png,png,2250,4.363368126493858,False,imagens,baixo,seguro
rise.tar,tar,6514,7.554917174248069,False,compactados,medio,malicioso
onto.csv,csv,657,4.53909054228685,False,planilhas,baixo,seguro
discuss.svg,svg,1665,5.983855110524101,False,imagens,baixo,seguro
reveal_garden.odp,odp,4817,4.217846197838888,False,apresentacoes,baixo,seguro
payment_statement.rar,rar,7789,6.191035319076961,False,compactados,alto,malicioso
shipping.cmd,cmd,3317,7.436231012876606,True,executaveis,alto,malicioso
update.js,js,661,7.73513647877272,True,executaveis,alto,malicioso
tax.xls,xls,4068,4.058934895767466,False,planilhas,baixo,seguro
confidential.xls,xls,5539,6.540667139465088,False,planilhas,medio,malicioso
threat.docm,docm,7718,6.518390454846186,True,macros,alto,malicioso
special.docx,docx,2117,5.655794520367661,False,documentos,baixo,seguro
stand_arrive.odt,odt,1592,4.026484741515394,False,documentos,baixo,seguro
drop_term.gif,gif,791,4.05434360314202,False,imagens,baixo,seguro
almost_support.ods,ods,2146,4.650723172028092,False,planilhas,baixo,seguro
document.png,png,4781,5.668647585202992,False,imagens,baixo,seguro
four.docx,docx,518,5.503358344396014,False,documentos,baixo,seguro
document.cmd,cmd,4883,6.6983334158941235,True,executaveis,alto,malicioso
receipt.xlsx,xlsx,9048,7.734314087737898,False,planilhas,medio,malicioso
urgent.doc,doc,8703,7.337155637796158,True,documentos,alto,malicioso
tracking.pdf,pdf,1666,5.218105022683594,False,documentos,baixo,seguro
institution.xlsx,xlsx,962,5.540885713817213,False,planilhas,baixo,seguro
order.jpg,jpg,465,4.860296900539346,False,imagens,baixo,seguro
executive.gif,gif,2534,5.669840239475007,False,imagens,baixo,seguro
password.png,png,4747,3.719088577746372,False,imagens,baixo,seguro
delivery.png,png,503,6.303748396654839,False,imagens,baixo,seguro
account.docm,docm,6937,6.711475749212709,True,macros,alto,malicioso
delivery_receipt.ods,ods,1993,6.339099895107812,False,planilhas,medio,malicioso
invoice.xlsx,xlsx,2454,4.88901170358434,False,planilhas,baixo,seguro
attorney_development.bmp,bmp,3783,4.53847920496288,False,imagens,baixo,seguro
confidential.ppt,ppt,273,5.928434550617583,False,apresentacoes,baixo,seguro
confidential.msi,msi,7364,7.135791303789951,False,executaveis,alto,malicioso
tax.doc,doc,3605,4.203017835462685,False,documentos,baixo,seguro
white.xls,xls,1928,5.94735877028995,False,planilhas,baixo,seguro
yes.odp,odp,2636,4.210712104330161,False,apresentacoes,baixo,seguro
document_delivery.odp,odp,9743,7.671456392831378,False,apresentacoes,medio,malicioso
our.bmp,bmp,3132,5.857413787941554,False,imagens,baixo,seguro
tax_delivery.xlsm,xlsm,7808,6.457839559121041,True,macros,alto,malicioso
bank.csv,csv,3803,6.244223521447717,False,planilhas,baixo,seguro
tax_password.pptm,pptm,5461,7.228741117941095,True,macros,alto,malicioso
under.png,png,1570,3.6546098873420414,False,imagens,baixo,seguro
urgent_delivery.gz,gz,3605,6.9108489922947385,False,compactados,medio,malicioso
invoice.pptx,pptx,1745,6.311479289606743,False,apresentacoes,baixo,seguro
serious.odt,odt,7896,7.737438463873618,False,documentos,medio,malicioso
delivery.ods,ods,2644,5.826541646191311,False,planilhas,baixo,seguro
receipt.7z,7z,8197,6.8854077271175065,False,compactados,medio,malicioso
refund_update.xlsx,xlsx,2440,6.030817811902395,False,planilhas,medio,malicioso
forward.png,png,3121,5.2093685381121055,False,imagens,baixo,seguro
difference.ods,ods,2775,4.271980272904648,False,planilhas,baixo,seguro
order_receipt.odp,odp,2823,6.265921204303173,False,apresentacoes,medio,malicioso
reality.xls,xls,618,6.3355643336026946,False,planilhas,baixo,seguro
money.pdf,pdf,1905,3.703903824996268,False,documentos,baixo,seguro
individual.xls,xls,505,5.35350570763041,False,planilhas,baixo,seguro
usually_who.svg,svg,4529,4.73401552465225,False,imagens,baixo,seguro
delivery.rtf,rtf,2358,3.5514277928072815,False,documentos,baixo,seguro
question.pptx,pptx,2987,6.203331214519537,True,apresentacoes,alto,malicioso
low.xlsx,xlsx,2913,4.301974210029908,False,planilhas,baixo,seguro
update.xlsm,xlsm,3750,6.569951816645854,True,macros,alto,malicioso
payment.odt,odt,775,4.715834894312859,False,documentos,baixo,seguro
account_refund.docm,docm,5477,7.075127593106966,True,macros,alto,malicioso
update.rtf,rtf,1741,6.203818877073755,False,documentos,baixo,seguro
character_evidence.png,png,2306,6.197934952595026,False,imagens,baixo,seguro
chair.msi,msi,5202,6.029750380864676,True,executaveis,alto,malicioso
employee.tar,tar,4953,6.308655476357941,True,compactados,alto,malicioso
statement.svg,svg,3154,5.766827793562677,False,imagens,baixo,seguro
receipt_refund.zip,zip,3853,7.593481849465032,True,compactados,alto,malicioso
size_option.png,png,3700,4.971810368332379,False,imagens,baixo,seguro
tax_document.xlsm,xlsm,4087,7.354906212088933,True,macros,alto,malicioso
bank.cmd,cmd,5238,6.6853304334167145,True,executaveis,alto,malicioso
nothing_everyone.pptx,pptx,1095,3.7618916970653484,False,apresentacoes,baixo,seguro
skin.gif,gif,856,3.578785712039892,False,imagens,baixo,seguro
statement.ps1,ps1,252,6.55450996746301,True,executaveis,alto,malicioso
account.rar,rar,2827,6.2637961120228915,True,compactados,alto,malicioso
pattern.jpeg,jpeg,3459,4.39925676176469,False,imagens,baixo,seguro
later_water.docx,docx,4071,5.281419194117236,False,documentos,baixo,seguro
past.ods,ods,3251,4.496651645934881,False,planilhas,baixo,seguro
inside.png,png,4879,3.908373414734794,False,imagens,baixo,seguro
password.odp,odp,3934,4.442549843586324,False,apresentacoes,baixo,seguro
high.png,png,4032,6.403289256450815,False,imagens,baixo,seguro
discuss.csv,csv,3228,4.595046612185713,False,planilhas,baixo,seguro
certainly.xlsx,xlsx,3791,6.3289247462533496,False,planilhas,baixo,seguro
urgent.ods,ods,3361,5.518932957186621,False,planilhas,baixo,seguro
Mr.csv,csv,3476,5.8672302896601884,False,planilhas,baixo,seguro
shipping.txt,txt,4779,4.702415291988121,False,documentos,baixo,seguro
minute.bmp,bmp,4408,5.281459830064632,False,imagens,baixo,seguro
receipt.pdf,pdf,1372,5.440999543950213,False,documentos,baixo,seguro
benefit.tar,tar,5482,7.834861877656274,False,compactados,medio,malicioso
someone.pdf,pdf,4259,5.173980249029062,False,documentos,baixo,seguro
order.txt,txt,9693,7.311830880872049,True,documentos,alto,malicioso
urgent_bank.xls,xls,5757,6.592591653405329,False,planilhas,medio,malicioso
anyone_traditional.ods,ods,3716,4.456728422653101,False,planilhas,baixo,seguro
statement.zip,zip,2742,7.766852648328326,False,compactados,alto,malicioso
order_tax.pptm,pptm,3072,6.354135158038957,True,macros,alto,malicioso
password.xls,xls,7087,6.738787982675843,False,planilhas,medio,malicioso
urgent.csv,csv,4739,3.805256146181427,False,planilhas,baixo,seguro
break.csv,csv,2159,5.5121042846732555,False,planilhas,baixo,seguro
tax.7z,7z,5750,6.668771356392531,False,compactados,medio,malicioso
urgent.csv,csv,1107,4.4395572345970935,False,planilhas,baixo,seguro
bank.msi,msi,6902,7.133209053143471,False,executaveis,alto,malicioso
account.pptm,pptm,8072,6.548786070693756,True,macros,alto,malicioso
payment.csv,csv,2951,6.355525851463901,False,planilhas,baixo,seguro
claim.jpeg,jpeg,4610,5.016314059192011,False,imagens,baixo,seguro
product.gif,gif,3646,4.966098535819057,False,imagens,baixo,seguro
collection.rtf,rtf,2402,3.598085260574212,False,documentos,baixo,seguro
structure.csv,csv,4067,5.1491785536141546,False,planilhas,baixo,seguro
response.rtf,rtf,3015,5.12613013735289,False,documentos,baixo,seguro
knowledge_pick.odt,odt,3492,3.807249316632495,False,documentos,baixo,seguro
payment.csv,csv,3694,4.2884456742236825,False,planilhas,baixo,seguro
confidential.txt,txt,1951,4.129634502769322,False,documentos,baixo,seguro
attack.odp,odp,1150,5.854547929911755,False,apresentacoes,baixo,seguro
image.xls,xls,4899,5.116305638142914,False,planilhas,baixo,seguro
I.odp,odp,4224,6.456464906785382,False,apresentacoes,baixo,seguro
pick.doc,doc,6793,7.745660552476668,False,documentos,medio,malicioso
management.xlsx,xlsx,2037,5.784420762439571,False,planilhas,baixo,seguro
newspaper.gif,gif,3403,4.625516983538681,False,imagens,baixo,seguro
urgent.odt,odt,3310,5.046840416263097,False,documentos,baixo,seguro
enter.xlsm,xlsm,5412,7.105715534871063,True,macros,alto,malicioso
receipt.odt,odt,528,5.887033779943536,False,documentos,baixo,seguro
password.jpeg,jpeg,4062,4.305610514943267,False,imagens,baixo,seguro
shipping.xlsx,xlsx,843,6.087291558751404,False,planilhas,medio,malicioso
on.pdf,pdf,2638,6.838443302865211,True,documentos,alto,malicioso
bank.jpeg,jpeg,2482,3.976932388717458,False,imagens,baixo,seguro
traditional_yes.ppt,ppt,3056,5.493526434238261,False,apresentacoes,baixo,seguro
activity.xls,xls,1928,4.78769282226604,False,planilhas,baixo,seguro
urgent_update.exe,exe,8560,7.291967177731,True,executaveis,alto,malicioso
refund.ppt,ppt,1092,4.933100724313295,False,apresentacoes,baixo,seguro
response.vbs,vbs,1740,6.5953678071377215,False,executaveis,alto,malicioso
bank.ods,ods,1180,3.705234822567737,False,planilhas,baixo,seguro
set.rtf,rtf,1755,5.384240115022708,False,documentos,baixo,seguro
building.ods,ods,1789,3.7600641003979653,False,planilhas,baixo,seguro
tax.doc,doc,2889,6.389746131659792,False,documentos,baixo,seguro
rest.ppt,ppt,2042,5.16018989535419,False,apresentacoes,baixo,seguro
value.odp,odp,2481,4.116337154457326,False,apresentacoes,baixo,seguro
not_social.ods,ods,1970,4.9846631598298,False,planilhas,baixo,seguro
example.doc,doc,4337,6.166173584260723,False,documentos,baixo,seguro
bank.docx,docx,3178,6.082442011810242,False,documentos,baixo,seguro
shipping.pptm,pptm,1245,6.031709863364627,True,macros,alto,malicioso
specific_put.pdf,pdf,505,6.346039990841374,False,documentos,baixo,seguro
refund.pptm,pptm,6640,6.156612842656827,True,macros,alto,malicioso
grow_brother.csv,csv,1674,6.422940153063687,False,planilhas,baixo,seguro
finally.csv,csv,551,4.4305084801914365,False,planilhas,baixo,seguro
update.svg,svg,484,4.233439261158097,False,imagens,baixo,seguro
learn.jpg,jpg,2543,5.498238736577932,False,imagens,baixo,seguro
coach_long.xls,xls,102,3.9914978928062226,False,planilhas,baixo,seguro
verify_bank.odp,odp,4453,7.392578091354579,True,apresentacoes,alto,malicioso
verify.docx,docx,4301,3.691615967369444,False,documentos,baixo,seguro
order.odp,odp,958,6.949259010946628,False,apresentacoes,medio,malicioso
about.docm,docm,1939,6.433968403991177,True,macros,alto,malicioso
seven.js,js,4056,6.0873649067905005,True,executaveis,alto,malicioso
payment.xlsx,xlsx,4539,5.909346459372662,False,planilhas,baixo,seguro
type.jpeg,jpeg,2630,4.31377387402945,False,imagens,baixo,seguro
serve.rtf,rtf,441,4.038033050816917,False,documentos,baixo,seguro
order.txt,txt,5140,6.621871751279626,False,documentos,medio,malicioso
document.bat,bat,4024,6.881460712102949,False,executaveis,alto,malicioso
delivery.jpeg,jpeg,2018,3.951699130379659,False,imagens,baixo,seguro
invoice.doc,doc,73,7.44196539110599,True,documentos,alto,malicioso
everyone.ppt,ppt,3449,4.976086630549693,False,apresentacoes,baixo,seguro
payment.vbs,vbs,8565,6.7848079266519035,False,executaveis,alto,malicioso
month_sound.svg,svg,1103,5.411647040098076,False,imagens,baixo,seguro
bank_verify.gz,gz,5211,7.7594797083851095,True,compactados,alto,malicioso
could_movement.pptx,pptx,1670,3.908335539250157,False,apresentacoes,baixo,seguro
while.doc,doc,2582,4.719537655727642,False,documentos,baixo,seguro
born.ppt,ppt,992,3.7712626641455747,False,apresentacoes,baixo,seguro
statement_update.xls,xls,5878,6.752864479091565,True,planilhas,alto,malicioso
account.pptx,pptx,264,6.356289820471232,False,apresentacoes,baixo,seguro
confidential.odp,odp,2340,6.230761185457693,True,apresentacoes,alto,malicioso
tax_urgent.doc,doc,9590,7.1136256291848365,False,documentos,medio,malicioso
password.pdf,pdf,3642,5.9278959958730235,False,documentos,baixo,seguro
truth.docx,docx,424,4.003967626187169,False,documentos,baixo,seguro
process_fire.svg,svg,3505,4.018421635492367,False,imagens,baixo,seguro
thought.xlsx,xlsx,1227,3.603948331194518,False,planilhas,baixo,seguro
purpose.csv,csv,3934,3.6829372067985284,False,planilhas,baixo,seguro
movement_politics.pptx,pptx,4317,4.247443265410238,False,apresentacoes,baixo,seguro
receipt.txt,txt,3939,5.133553418102155,False,documentos,baixo,seguro
tracking.png,png,2644,4.665143823707901,False,imagens,baixo,seguro
verify_shipping.pptm,pptm,8724,6.679122496075929,True,macros,alto,malicioso
update_payment.msi,msi,3644,7.093815006377993,False,executaveis,alto,malicioso
account.png,png,1452,4.209653398227383,False,imagens,baixo,seguro
decide.odp,odp,241,5.610358648759741,False,apresentacoes,baixo,seguro
password.gz,gz,8114,7.030036742889887,True,compactados,alto,malicioso
invoice.msi,msi,61,6.630294587790987,False,executaveis,alto,malicioso
claim.xlsx,xlsx,5351,6.113156329405565,True,planilhas,alto,malicioso
hour.pdf,pdf,6028,7.82506162552394,True,documentos,alto,malicioso
statement_account.xls,xls,7207,7.504500797499757,False,planilhas,medio,malicioso
delivery.ppt,ppt,2933,4.169711641941928,False,apresentacoes,baixo,seguro
sound.ods,ods,1053,4.0331248654908896,False,planilhas,baixo,seguro
tax.odt,odt,4658,3.597148228781262,False,documentos,baixo,seguro
confidential.ppt,ppt,2354,6.6292200097155,True,apresentacoes,alto,malicioso
urgent.docm,docm,5550,6.848596874785809,True,macros,alto,malicioso
color_notice.ppt,ppt,2112,5.861060018271981,False,apresentacoes,baixo,seguro
refund.txt,txt,6833,6.936855787600311,True,documentos,alto,malicioso
update_urgent.js,js,597,6.560326364920647,True,executaveis,alto,malicioso
start.pdf,pdf,1328,5.695955255813951,False,documentos,baixo,seguro
win.docx,docx,3964,5.613513939775374,False,documentos,baixo,seguro
nice.svg,svg,1296,3.6606672279817865,False,imagens,baixo,seguro
refund.ppt,ppt,4549,5.666114313727027,False,apresentacoes,baixo,seguro
confidential_delivery.csv,csv,8093,6.291820875581795,True,planilhas,alto,malicioso
shipping_invoice.pptm,pptm,3440,6.324581164215224,True,macros,alto,malicioso
why_a.ppt,ppt,3266,4.9128333588487685,False,apresentacoes,baixo,seguro
tax_tax.xls,xls,6102,6.35450758820007,True,planilhas,alto,malicioso
place.docm,docm,9294,6.117114802354188,True,macros,alto,malicioso
game.pdf,pdf,3401,6.4121166115207275,False,documentos,baixo,seguro
middle.zip,zip,8611,6.795400942375457,False,compactados,medio,malicioso
shipping.bmp,bmp,2458,3.7368651493222496,False,imagens,baixo,seguro
tracking.ppt,ppt,2465,6.228535562035323,False,apresentacoes,medio,malicioso
password.xlsx,xlsx,1043,3.628027701900338,False,planilhas,baixo,seguro
bank.tar,tar,4275,6.607524028647903,False,compactados,medio,malicioso
delivery_verify.txt,txt,8564,6.870498644132969,False,documentos,medio,malicioso
after_brother.jpg,jpg,4826,5.248031260632963,False,imagens,baixo,seguro
woman_him.pdf,pdf,2353,6.102425803295526,False,documentos,baixo,seguro
shipping.csv,csv,7800,6.071184773945656,True,planilhas,alto,malicioso
statement.tar,tar,857,7.416924657694359,False,compactados,medio,malicioso
unit.ppt,ppt,2557,4.341039959553925,False,apresentacoes,baixo,seguro
theory.svg,svg,1877,3.9031565629053215,False,imagens,baixo,seguro
